Longitude,Latitude,fid,CEC,Elevation,Slope,Aspect,Curvature,TWI,TPI,SR_L,NR_L,Treatment,NDVI_20170407,NDVI_20170507,NDVI_20170611,NDVI_20170701,NDVI_20170717,NDVI_20170819,NDVI_20170901,NDVI_20170916,NDVI_20170929,Yield
416642,4654845,49795,26.08256276,877.5543484,0.019558841,0.018772168,-0.0000211,7.211438179,-0.007795931,D,C,DC,0.192990813,0.181108577,0.381411051,0.812439287,0.861732,0.840085535,0.807031368,0.578013345,0.385148756,16664.23053
416798,4654845,49847,32.8844134,875.3864271,0.021963246,1.195185661,-0.001332477,7.563398891,-0.037444108,A,A,AA,0.185794604,0.177321451,0.335456393,0.787122396,0.858724778,0.843209704,0.790660402,0.583415226,0.370571917,14764.4027
416912,4654845,49885,29.31559351,873.9603271,0.032073166,3.080449025,-0.000282302,7.207714558,-0.030611686,B,C,BC,0.205234972,0.167553325,0.293374421,0.742202526,0.860077249,0.845420328,0.808634132,0.662842564,0.463318657,15765.01749
416864,4654845,49869,30.71866269,874.3728841,0.039815121,2.424657981,-0.006740023,7.430269559,-0.054206979,A,A,AA,0.184129178,0.169729327,0.286657226,0.737488064,0.853313825,0.842718878,0.805798403,0.602355914,0.387927779,14069.53903
416981,4654845,49908,30.30079079,871.1486884,0.042748379,0.968721946,-0.015078516,6.213425954,0.069911912,A,C,AC,0.194505993,0.165261935,0.336832813,0.798631678,0.850511908,0.844464396,0.797396666,0.548806915,0.369036702,14513.10291
416510,4654686,64796,28.24935722,878.2228529,0.071118318,1.597138286,-0.020755662,6.239115715,-0.073989846,D,D,DD,0.234713735,0.152268002,0.340674998,0.81110247,0.862668154,0.852466423,0.808834262,0.631929457,0.417410907,17349.37117
416471,4654686,64783,22.83661779,882.2623698,0.04216259,1.920812488,-0.01307073,4.30335331,0.368568957,D,D,DD,0.16745475,0.13448042,0.312585376,0.786147454,0.853953439,0.839945902,0.77769259,0.477720304,0.329114428,13024.6673
416591,4654686,64823,19.69783825,881.4619344,0.051293042,4.782407284,0.015930209,5.327988625,0.182790339,B,A,BA,0.188701128,0.158086738,0.323675977,0.788400341,0.849833068,0.830777242,0.750843211,0.449747913,0.323350762,12270.24935
416543,4654686,64807,27.65324953,878.0681491,0.049046131,5.094825109,0.01146302,6.174650828,0.029696386,B,A,BA,0.209785561,0.18866216,0.351848595,0.805660388,0.855173029,0.847493143,0.807214293,0.624178215,0.416521512,16499.18628
416687,4654686,64855,27.93913693,876.6918674,0.027867442,1.910668492,-0.006387144,6.733884335,0.006248731,A,A,AA,0.205772196,0.189393748,0.357170574,0.804804621,0.852515551,0.84167569,0.799201266,0.595172499,0.421944168,16658.74698
416801,4654686,64893,28.17421447,875.0978529,0.047522072,0.879936218,-0.013179884,6.278520107,0.094855763,B,D,BD,0.199958741,0.171644948,0.3014203,0.778168317,0.866507766,0.83794082,0.808049636,0.633537537,0.431093102,15069.19841
416732,4654686,64870,26.84440316,876.9374932,0.005917618,4.594287395,0.001021007,6.21350193,0.037652832,C,A,CA,0.20920872,0.194078486,0.307441365,0.77951544,0.862615967,0.844450268,0.803121942,0.628082873,0.411042924,16096.84647
416816,4654686,64898,28.58931626,874.3789402,0.062044553,0.96760875,-0.01385471,6.428585529,0.03568418,B,D,BD,0.183146247,0.177178515,0.301424961,0.780473663,0.864299041,0.845601918,0.803391263,0.622125475,0.409829268,16081.13895
416960,4654686,64946,45.32357068,869.4402059,0.057627153,0.945016861,-0.010252355,6.181239128,0.040521093,C,A,CA,0.179376883,0.151628935,0.342162519,0.812803769,0.859550166,0.840892028,0.791710398,0.467639843,0.333105778,14253.14237
416909,4654686,64929,37.57684665,870.7874078,0.030250774,4.185077339,-0.001790342,10.05707804,-0.021051367,B,B,BB,0.171803013,0.156929819,0.352077339,0.813651488,0.859085252,0.849064053,0.789939206,0.518349198,0.323258549,15149.21363
417035,4654686,64971,41.89071104,868.281684,0.01794732,2.660600424,0.0000639,9.454565048,-0.063391991,D,A,DA,0.177705639,0.157688883,0.317515156,0.778581599,0.870893947,0.835265142,0.791678575,0.546498321,0.343942156,12818.01282
417023,4654686,64967,43.82717726,868.2727322,0.011505126,2.94255209,-0.000456134,15.70929432,-0.061199121,D,A,DA,0.179509247,0.145469379,0.310940791,0.793539602,0.861426029,0.83916573,0.794056695,0.543227776,0.333586086,13918.08993
417122,4654686,65000,30.07691044,867.6233995,0.031095486,3.557444572,0.001946684,9.503983498,-0.023217577,B,B,BB,0.173797036,0.146715706,0.402422907,0.816420175,0.85506694,0.839947433,0.802503849,0.556394608,0.370232584,15354.66439
416633,4654689,64528,20.59325027,880.6145223,0.09473488,1.522539761,-0.022928061,4.972310755,0.153822897,A,A,AA,0.209868314,0.137136278,0.316708723,0.779737482,0.844954131,0.836307704,0.767658985,0.485552576,0.327421478,12706.11669
416594,4654689,64515,19.14763154,881.631212,0.039744259,4.967657036,0.012352886,5.208719465,0.222529226,B,A,BA,0.179306847,0.157656079,0.323757132,0.784943643,0.848977997,0.826394494,0.764719075,0.454897734,0.334654306,12011.044
416750,4654689,64567,26.9839787,876.8731893,0.010583948,1.428751747,-0.004756336,5.939781507,0.087454133,C,A,CA,0.225770961,0.167334025,0.314417652,0.789695568,0.861197894,0.84638189,0.803897662,0.63509701,0.441398459,14306.14493
416861,4654689,64604,33.82182058,871.9557088,0.052281201,1.116706093,-0.012500292,6.717228095,0.024621744,C,D,CD,0.200025705,0.185882764,0.322567985,0.810640307,0.864474613,0.845866705,0.811332445,0.552275752,0.34864677,15688.25493
416813,4654689,64588,28.6534214,874.4003974,0.063464265,0.935420884,-0.013372372,6.34810702,0.045231804,C,D,CD,0.188440139,0.179621404,0.304169867,0.786554313,0.870836782,0.845040174,0.810817765,0.619642945,0.408483615,16544.41714
416915,4654689,64622,38.54964701,870.6801012,0.036274088,6.102783203,-0.00039846,7.962747574,0.032996387,A,C,AC,0.183092909,0.176455632,0.346340647,0.811702553,0.853732875,0.839572642,0.793942326,0.502471209,0.330483239,14849.87262
416999,4654689,64650,46.54717636,868.376119,0.018094479,1.933800565,-0.003406552,13.18514771,-0.069957034,D,A,DA,0.184358358,0.151754516,0.336111797,0.800492541,0.862255932,0.838254203,0.803245582,0.546317214,0.336070199,14019.34088
417146,4654689,64699,25.17367978,868.2744887,0.032180522,4.168437163,0.008002215,8.639473279,-0.047938054,C,B,CB,0.182739361,0.146299844,0.388175433,0.827865564,0.851870316,0.839483378,0.792506412,0.474354082,0.321565445,14635.6248
417083,4654689,64678,33.79756037,868.0956624,0.033360531,2.908884393,-0.002201395,7.376282904,-0.020248752,B,B,BB,0.166004831,0.166459943,0.331833161,0.78457403,0.857121642,0.848842976,0.797714434,0.53980381,0.341007475,14494.90472
417101,4654683,65304,33.77064641,867.6855265,0.031601153,2.453678608,-0.004292559,7.334054947,-0.035155565,A,A,AA,0.165505654,0.155281967,0.372245506,0.806197367,0.860760234,0.845047848,0.807815199,0.572257661,0.362889998,15716.34165
417056,4654683,65289,39.21118037,868.1645508,0.013172218,2.831950903,-0.000680559,7.953881264,-0.005830469,A,A,AA,0.167915758,0.178046698,0.332356227,0.792051595,0.857203611,0.847640676,0.797735779,0.571435248,0.360128803,13440.81789
417200,4654683,65337,22.3327997,871.9093764,0.062484194,4.635960102,0.019192319,6.561816692,-0.028037695,C,B,CB,0.190464951,0.171510732,0.339079197,0.764413331,0.847264088,0.83226586,0.785665025,0.574027328,0.392288645,12053.62354
417131,4654683,65314,29.74684503,867.776964,0.030243717,3.965252638,0.004597094,8.434969902,0.010552051,C,B,CB,0.166705269,0.137634826,0.412249162,0.82590132,0.854085771,0.853077327,0.791367827,0.512288634,0.33302949,15794.83907
416537,4654680,65428,28.46281963,878.0607368,0.037114121,4.760373751,0.008642792,6.930226008,-0.025387076,B,A,BA,0.215785235,0.178589006,0.348204751,0.808744919,0.859182743,0.851235344,0.810462328,0.610785065,0.412759049,17131.06202
416666,4654680,65471,26.68414497,877.2457818,0.076999933,1.913709323,-0.019835314,5.672495524,0.028132388,A,A,AA,0.201751416,0.152805593,0.327804154,0.798203916,0.853056962,0.838578767,0.804127336,0.620930551,0.410102837,16318.28291
416612,4654680,65453,19.88507038,881.9524061,0.014830459,3.099223057,-0.000807283,6.03894043,0.155967608,A,A,AA,0.189277434,0.146037052,0.32497337,0.790098691,0.851844419,0.834723536,0.762007382,0.474544941,0.318540628,13243.04402
416717,4654680,65488,27.84453583,876.7101983,0.016708317,4.367350419,0.003134442,6.3941528,0.04592295,C,A,CA,0.190116775,0.18111083,0.332885529,0.79274375,0.857575588,0.840399249,0.796565369,0.577872006,0.354454023,14755.88228
416711,4654680,65486,28.12741873,876.5937229,0.019324295,4.240494092,0.00221552,6.360227108,0.028091212,C,A,CA,0.196825232,0.167950914,0.32943054,0.804560306,0.858699392,0.846506613,0.797687924,0.56868882,0.354962829,15336.68136
416825,4654680,65524,28.61765459,874.1299913,0.056780111,1.082054059,-0.013996621,6.594022433,0.008760905,B,D,BD,0.208325783,0.190939553,0.298522499,0.778133213,0.866967817,0.844505128,0.804808554,0.61742377,0.435059793,16398.18656
417200,4654686,65026,22.26778581,871.935418,0.061171491,4.589272022,0.019702991,6.75622654,-0.042056836,C,B,CB,0.188598334,0.182881548,0.330077924,0.755303853,0.845039209,0.832942755,0.783752931,0.589099941,0.407878973,12142.45673
416507,4654683,65106,28.03974258,878.3916219,0.086966738,1.72689414,-0.024557984,5.739633083,-0.030424805,D,D,DD,0.216319683,0.161466282,0.338481861,0.804894569,0.867480578,0.85104351,0.812066916,0.643211345,0.430713777,17478.82931
416630,4654683,65147,20.85574955,880.9672919,0.0906545,1.600400448,-0.023326928,4.969974041,0.177742586,A,A,AA,0.196317982,0.136447136,0.320541186,0.780618748,0.847211294,0.832980783,0.743285218,0.427708277,0.328519448,12872.95169
416591,4654683,65134,20.10452991,881.4972399,0.048894148,4.708295345,0.014925187,5.442667961,0.162642777,B,A,BA,0.185792373,0.149845953,0.325054595,0.79597397,0.846932646,0.830200149,0.732960049,0.448357105,0.327602324,12285.51231
416732,4654683,65181,27.09172885,876.8899197,0.008719954,4.41715765,0.001448489,5.714856148,0.040443361,C,A,CA,0.199900542,0.194813826,0.308971774,0.779630899,0.860683643,0.846704518,0.804055169,0.613544945,0.40301117,16096.84647
416687,4654683,65166,28.22349442,876.6532525,0.034124803,2.261031389,-0.006387144,6.975764275,-0.007729785,A,A,AA,0.203697566,0.186000503,0.355481471,0.805290331,0.854191463,0.843522032,0.802995227,0.588244161,0.413077704,16660.30057
416831,4654683,65214,29.47336727,873.7474094,0.059527829,1.104507923,-0.014261825,6.451730251,0.02872373,B,D,BD,0.216658627,0.185317715,0.309691107,0.786633632,0.858009603,0.84859275,0.803639453,0.63169549,0.463849543,16464.6179
416753,4654683,65188,27.32191213,876.8666178,0.015406062,1.524740656,-0.004522402,6.43588384,0.063032717,C,A,CA,0.200174497,0.163508919,0.3168341,0.790000825,0.859670509,0.843683011,0.806170458,0.607354874,0.405767611,14585.98127
416861,4654683,65224,33.05927022,872.1812473,0.050246432,1.289147854,-0.012777559,6.898997307,-0.001041602,B,D,BD,0.188291842,0.175134953,0.316738164,0.809071081,0.866194339,0.849138834,0.813898064,0.581180455,0.389805175,15829.57859
417011,4654683,65274,45.40837351,868.3398641,0.013532343,1.114831328,-0.001810923,8.715013504,-0.02707334,B,A,BA,0.171591857,0.159559311,0.326954781,0.793376375,0.861956573,0.844890524,0.792386507,0.565968607,0.339292253,14333.06387
416999,4654683,65270,46.58306164,868.50059,0.022725643,1.176352024,-0.003501114,12.09741751,-0.05984645,B,A,BA,0.193432552,0.160493145,0.337067086,0.796885079,0.861404366,0.839529014,0.801366996,0.545887085,0.335131946,14568.66425
417137,4654698,63775,22.92757564,868.2156101,0.025719024,3.903859854,0.005560438,9.444694519,-0.077613965,C,B,CB,0.184520146,0.153468275,0.386622205,0.825509402,0.847577772,0.842205699,0.775651041,0.457497158,0.308417775,14849.53613
417044,4654698,63744,38.19600677,868.5230781,0.029597258,3.094173908,0.000634417,7.711957455,-0.038638184,B,B,BB,0.18990389,0.162710105,0.338277073,0.791566426,0.855954036,0.835039605,0.79769004,0.554368541,0.347857883,15103.97319
417173,4654698,63787,20.03739929,869.6745809,0.08137236,4.707286994,0.020851531,6.695498625,-0.05731377,C,B,CB,0.179849507,0.168108594,0.396558549,0.80115901,0.839876975,0.832365517,0.753444659,0.440828377,0.304130431,14619.27129
416501,4654695,63869,26.86717881,878.9219767,0.105589877,1.552671393,-0.028374705,5.538440545,-0.000084,C,C,CC,0.189501968,0.148539801,0.333376404,0.787245008,0.864806489,0.84689973,0.812202366,0.636931147,0.417522305,16206.32436
416594,4654695,63900,18.68180381,880.9889933,0.081938879,5.682901118,0.011978994,4.354833497,0.347758234,C,C,CC,0.167357624,0.143594566,0.316616574,0.796758121,0.852550998,0.842633865,0.78486518,0.471318224,0.330869713,14082.51109
416555,4654695,63887,25.71511841,878.1919488,0.083219225,5.426959356,0.015566561,5.526961009,0.091682551,C,B,CB,0.208053522,0.169135416,0.338502263,0.804892576,0.855929633,0.843671988,0.812612878,0.661553877,0.435477455,16488.08065
416630,4654695,63912,19.77000682,880.5796848,0.102152367,1.080835263,-0.018839675,4.280250867,0.331811388,A,D,AD,0.186923036,0.143434988,0.312601704,0.783931263,0.846388421,0.835213998,0.782720731,0.512260762,0.349133586,14224.0012
416780,4654695,63962,28.45443344,875.5880059,0.04966071,0.955541889,-0.012628253,5.966550668,0.057892481,B,D,BD,0.214109466,0.169089591,0.29982819,0.780473727,0.860821857,0.851697803,0.811265872,0.64311157,0.431096939,16476.42079
416720,4654695,63942,26.42340088,876.7584975,0.011348629,4.629356225,0.001463675,7.592845758,-0.012375846,B,D,BD,0.219103547,0.1859867,0.31016932,0.799072161,0.858531794,0.845490018,0.807587247,0.635906212,0.430228344,16972.85949
416804,4654695,63970,28.85098881,874.5199382,0.067581733,0.765878816,-0.012709295,6.225751294,0.039511686,D,D,DD,0.215416865,0.203610086,0.311982678,0.794792497,0.871259743,0.849565573,0.816510676,0.638309149,0.426842553,16929.84396
416543,4654698,63577,27.76249059,877.5129259,0.064317706,5.588189125,0.008093767,5.847816308,0.062749642,C,C,CC,0.203766389,0.173051102,0.369624687,0.821045827,0.857899205,0.851064544,0.81061774,0.651788205,0.431130406,16932.55204
416501,4654698,63563,26.80981912,878.85161,0.105644278,1.543608904,-0.028230885,5.493854046,0.016126757,A,B,AB,0.194775544,0.152857615,0.328844522,0.786429507,0.862356802,0.850885446,0.811553222,0.629304314,0.417070797,15337.48706
416645,4654698,63611,21.9764417,878.914605,0.112635225,1.154490829,-0.022768609,4.794228554,0.158669829,A,D,AD,0.183009969,0.156636205,0.320276149,0.77886605,0.85994811,0.847433494,0.80167904,0.596913978,0.399674404,15254.12126
416732,4654698,63640,25.91866938,876.8635322,0.004365304,5.718281269,-0.001039048,8.685063362,-0.021971386,B,D,BD,0.204170063,0.177721117,0.293468778,0.780521859,0.864623367,0.839718853,0.804450844,0.619510356,0.421329879,16931.05469
416684,4654698,63624,26.92157364,876.8596191,0.02711601,1.489482641,-0.003704688,7.070317586,-0.019834993,A,D,AD,0.205559794,0.188628926,0.350900689,0.796517002,0.847734685,0.840213174,0.801520801,0.63663809,0.441813197,16747.50574
416807,4654698,63665,29.19612567,874.2876994,0.071109027,0.74649626,-0.012629253,6.191411972,0.025569238,D,D,DD,0.209626343,0.207832203,0.319919599,0.794412602,0.872888442,0.85193835,0.82063894,0.622660949,0.40883479,17265.90142
416927,4654698,63705,41.19470088,870.3021715,0.047954604,0.061552975,-0.003347053,6.642332077,0.037108496,A,C,AC,0.166529111,0.153810282,0.337010146,0.790273913,0.850491709,0.831773833,0.776569701,0.492650321,0.33732273,13549.95128
416897,4654698,63695,37.6354866,870.5738525,0.030727962,0.634271502,-0.00672685,9.958294868,-0.048217088,A,C,AC,0.175023336,0.175728434,0.363228344,0.802937812,0.854288974,0.844054298,0.801190687,0.574165813,0.354608917,14967.47903
417002,4654698,63730,45.71545919,868.7240736,0.014332428,2.488074303,-0.001806067,11.74372387,-0.031070996,D,A,DA,0.178286615,0.152626984,0.316640391,0.794318809,0.855317487,0.836133601,0.802973561,0.544860892,0.333508639,14279.98042
416966,4654698,63718,46.53684998,869.1554565,0.030306248,1.234660387,-0.003677048,11.62806511,-0.129204884,D,A,DA,0.159759691,0.150756215,0.384386822,0.820492277,0.856781623,0.835356617,0.779100283,0.476668715,0.30755011,13661.97285
416786,4654692,64271,28.45856116,875.5573256,0.04266474,0.93392539,-0.01291079,6.579832077,0.041769434,D,D,DD,0.211243288,0.180048603,0.30497581,0.782497517,0.85936426,0.844097592,0.807389451,0.643639376,0.43497142,16291.85742
416897,4654692,64308,37.12711758,870.7864448,0.033701155,0.484058946,-0.006030914,10.0487175,-0.04272246,A,C,AC,0.177140933,0.163116697,0.368061115,0.814725822,0.851343466,0.840819298,0.805359626,0.569600678,0.35301624,15246.57293
416852,4654692,64293,33.10027101,872.3026191,0.062282246,1.029297948,-0.012807975,6.643339157,-0.013169141,D,D,DD,0.189905727,0.203791491,0.328799559,0.804552421,0.866794902,0.849109895,0.809807187,0.544247395,0.371575133,16131.61343
416972,4654692,64333,46.9585974,868.9540405,0.037819128,1.031413674,-0.00522235,9.983325958,-0.115480468,D,A,DA,0.168129435,0.162392176,0.374742882,0.824286513,0.855610087,0.844726707,0.779639252,0.488266371,0.317182761,14162.96958
417083,4654692,64370,32.59761429,868.1904568,0.037265562,2.93381985,-0.002247982,6.788732529,0.012006478,B,B,BB,0.171099061,0.152442963,0.332490192,0.783696906,0.856751329,0.848109878,0.79508882,0.534624346,0.338162012,14511.01666
417191,4654692,64406,21.48821089,871.2805244,0.077118769,4.717520237,0.023028564,6.203365803,0.091691114,C,B,CB,0.187263566,0.174249936,0.326064897,0.737253938,0.821284274,0.809880738,0.761070903,0.536838484,0.36124512,12631.63832
416468,4654689,64473,22.6159064,882.6032511,0.021114372,2.182123171,-0.00774079,5.16440328,0.245450003,D,D,DD,0.17434709,0.132041024,0.315104444,0.77189725,0.854045796,0.83722861,0.775820218,0.482379608,0.334726824,12850.02235
416561,4654689,64504,24.47513623,878.8822293,0.075956573,5.072925727,0.018815632,5.716775735,0.045540559,B,A,BA,0.213204269,0.150099835,0.337390446,0.802049999,0.853538123,0.844598341,0.805367194,0.620663052,0.415847069,15892.72017
416519,4654689,64490,28.85034752,877.8872206,0.041493744,1.493513385,-0.0136992,7.026186943,-0.080333483,D,D,DD,0.198152727,0.170320515,0.357224124,0.810856084,0.862534388,0.85338459,0.809138493,0.633535035,0.413658647,17330.28543
416948,4654695,64018,44.11188168,869.6810845,0.064776482,0.765214867,-0.008025801,6.140440782,-0.009697439,A,C,AC,0.159314428,0.151526252,0.347950377,0.807843958,0.852233942,0.847244235,0.79380354,0.520370766,0.337049538,14967.94109
416915,4654695,64007,39.22121429,870.4806112,0.041317749,6.177458445,-0.001965366,8.44999822,0.007697819,A,C,AC,0.193934223,0.162839862,0.35092584,0.801912225,0.848257266,0.833676045,0.794907045,0.520093611,0.338057314,14894.94516
417020,4654695,64042,43.69525867,868.5311076,0.021230374,3.065606435,0.000543292,8.59697183,-0.035923666,D,A,DA,0.174652056,0.145383732,0.320913614,0.786035622,0.863339239,0.84015451,0.810579264,0.542613665,0.347095934,14849.84543
417179,4654695,64095,20.56345113,870.0864936,0.096318175,4.734465069,0.023724724,6.227071073,-0.008394173,C,B,CB,0.197475783,0.164469354,0.334865244,0.771491546,0.83830272,0.816476242,0.731326925,0.46296863,0.329860125,12067.88719
417104,4654695,64070,28.5182245,868.055108,0.031492494,2.513944626,-0.005838015,7.686909888,-0.029977885,B,B,BB,0.175653422,0.148248027,0.349502166,0.786759685,0.84531706,0.838660586,0.797182121,0.52380982,0.342430076,14943.16749
416531,4654692,64186,28.85275841,877.6037123,0.030936535,5.705000877,-0.001038845,8.412448883,-0.097566992,B,A,BA,0.222920815,0.171493175,0.371782583,0.810525394,0.857798795,0.847565201,0.812333632,0.634002876,0.401996956,15963.89009
416492,4654692,64173,25.57063336,879.8582153,0.122364119,1.570796371,-0.032858159,5.237551212,-0.015993066,D,D,DD,0.180680542,0.131765807,0.336647458,0.790780937,0.862665083,0.845977603,0.800358319,0.588439776,0.367004546,15502.92641
416549,4654692,64192,26.73173735,878.1196967,0.066512369,5.268519719,0.012835401,5.735597769,0.073284214,B,A,BA,0.196113098,0.177103809,0.34525907,0.809898544,0.857300498,0.84477238,0.811919162,0.658513155,0.428333686,16995.94532
416732,4654692,64253,26.35308647,876.967041,0.005542517,5.364442348,0.0000796,5.814834595,0.043454591,B,D,BD,0.210185877,0.186515009,0.297714534,0.784751673,0.855717944,0.842550447,0.807179078,0.629846433,0.411435323,16915.11778
416651,4654692,64226,23.46766769,878.6326497,0.106649518,1.49621582,-0.024676682,5.320061207,0.047543067,A,B,AB,0.193722607,0.139402569,0.317026386,0.788102321,0.854776621,0.856046453,0.798587085,0.609959202,0.414435452,15086.50645
416759,4654707,62738,27.59033097,876.2270169,0.038777539,1.035414418,-0.011000817,7.14803346,-0.009399056,B,D,BD,0.227032421,0.181369492,0.336715277,0.780330499,0.857659673,0.844549999,0.807108072,0.637811962,0.421597834,16149.00878
416720,4654707,62725,25.27521197,876.8680284,0.019674314,3.453777313,-0.0000997,5.941088676,0.038302928,B,D,BD,0.216465163,0.18363238,0.290407495,0.770090309,0.849803134,0.842269886,0.804247009,0.571742477,0.372698992,14742.44619
416828,4654707,62761,31.76772987,873.0959337,0.050808125,1.085784157,-0.011808392,7.684520245,-0.067034896,D,D,DD,0.211358896,0.185350406,0.33994431,0.804575912,0.860994369,0.852595128,0.812133317,0.58396997,0.388737541,16063.86729
416978,4654707,62811,46.32541105,868.9954088,0.021373771,2.362989267,-0.003053803,10.63591131,0.000579818,D,A,DA,0.15457221,0.146732823,0.369868681,0.822779083,0.854371516,0.847814303,0.788426478,0.537031386,0.315699538,13701.25826
416933,4654707,62796,42.86466175,869.7850749,0.03483608,0.632961094,-0.005886116,8.92480278,-0.096366505,A,C,AC,0.165894919,0.161616504,0.347275237,0.774246373,0.845647691,0.834977352,0.778115124,0.502523733,0.32882169,12057.15447
417083,4654707,62846,26.89593845,868.6573961,0.058091166,2.973723571,-0.00548869,6.225514889,0.011213476,B,B,BB,0.178706093,0.148336606,0.364069208,0.799431713,0.843798058,0.844933064,0.789567605,0.513438955,0.329907875,14555.92264
417008,4654707,62821,44.10026593,868.7191772,0.028051539,3.075034459,-0.00024051,8.095956484,-0.041767058,D,A,DA,0.184705163,0.158526836,0.335541152,0.792493675,0.864995648,0.83574312,0.789034982,0.539966462,0.339106683,14240.3812
417116,4654707,62857,22.41546016,868.2062649,0.02921599,3.043643951,-0.001859245,8.687381744,-0.054254591,B,C,BC,0.180294488,0.159506936,0.385044607,0.804929758,0.842821896,0.829100102,0.760359767,0.452977444,0.310051326,14098.51841
417209,4654707,62888,23.88789474,872.6406047,0.082612331,4.599265099,0.018291607,5.031912645,0.091847333,C,B,CB,0.211151778,0.172809303,0.279142325,0.688474099,0.839266374,0.824022853,0.780756081,0.583171957,0.389213399,12636.10923
416444,4654704,62935,24.20890829,880.8641154,0.111059737,5.443685744,0.019924033,4.458190441,0.262869807,A,B,AB,0.177658108,0.144547908,0.317922683,0.787663497,0.858059386,0.849313182,0.801189537,0.582709123,0.37362651,16112.96111
416471,4654704,62944,22.66630766,881.7396105,0.08116817,0.488213946,-0.009724542,3.924848557,0.445314447,A,B,AB,0.179563672,0.154144397,0.306552594,0.775910796,0.841782288,0.837234712,0.774100118,0.483853237,0.336706293,13135.89964
416906,4654710,62486,39.38900079,870.2005208,0.019520427,1.46329691,-0.003042788,12.20041784,-0.096419759,A,C,AC,0.178359301,0.161306361,0.371350691,0.80455822,0.851460722,0.837511313,0.792886575,0.532514671,0.35246223,14512.86139
416855,4654710,62469,35.43066406,871.8147854,0.051184536,1.240836541,-0.012875271,7.627304872,-0.006136361,D,D,DD,0.180346697,0.182092735,0.374111401,0.793467438,0.859588244,0.847572741,0.793454262,0.487021299,0.32504314,15089.99033
416972,4654710,62508,45.99253845,869.1829427,0.021334738,2.33016173,-0.002614317,11.30909952,-0.031756446,D,A,DA,0.151249775,0.146891857,0.380813286,0.814905854,0.857656462,0.840422112,0.780630164,0.507289177,0.319912354,14132.5014
417098,4654710,62550,23.79437659,868.5045641,0.051815668,2.510170168,-0.010549741,6.705974579,-0.028926693,A,D,AD,0.166344103,0.145887816,0.376416646,0.815148095,0.847297858,0.831634169,0.79445221,0.541481635,0.356203516,14727.3104
417044,4654710,62532,35.97178396,868.9592014,0.057089683,3.251866447,0.004200354,6.753412777,-0.037277668,A,D,AD,0.170032809,0.150534189,0.343558301,0.80546215,0.856417427,0.843196282,0.804704275,0.575416298,0.381241113,17097.67539
417128,4654710,62560,20.25355339,868.3861084,0.030436561,3.541343848,0.002583724,8.453831143,-0.050037531,B,A,BA,0.18528456,0.157210132,0.386821345,0.813376927,0.845136019,0.839939312,0.750951537,0.429359226,0.317419275,13822.24487
416456,4654707,62637,22.83021651,881.4406806,0.103984378,6.071246147,0.006360605,4.250037193,0.328236908,A,B,AB,0.18435742,0.148294052,0.307413895,0.791593543,0.851029882,0.831970517,0.786776093,0.511923883,0.347666142,13801.50953
416576,4654707,62677,21.70995479,878.4579332,0.119732678,5.666486263,0.01547919,5.304882526,-0.049547754,C,C,CC,0.191551656,0.152189733,0.326581796,0.802941682,0.85139908,0.848989302,0.795999245,0.566480982,0.357373688,15618.57257
416534,4654707,62663,28.64307806,876.9167684,0.057845442,4.077363928,-0.000847287,7.972020467,-0.15817516,C,C,CC,0.202713716,0.171510519,0.37835193,0.817345911,0.857356495,0.849111708,0.812534371,0.612597924,0.385642922,16792.00129
416639,4654707,62698,20.72170766,878.5967136,0.126429796,0.678715984,-0.014454845,4.90990003,0.029121224,A,D,AD,0.207504025,0.155521364,0.321016849,0.78763047,0.854972366,0.850511483,0.804604866,0.577080531,0.385296848,15315.78165
416501,4654701,63258,26.78655794,878.6704237,0.108959608,1.302932978,-0.026660729,4.970488548,0.116878808,A,B,AB,0.203249555,0.160673794,0.32141332,0.783698942,0.859241049,0.854643151,0.807268987,0.610758308,0.40889091,15312.24144
416468,4654701,63247,22.53079902,882.2067396,0.06095089,0.220609727,-0.006147353,4.351911783,0.371033976,A,B,AB,0.185050199,0.150302995,0.308881427,0.785941246,0.845513166,0.840229851,0.775647747,0.478047701,0.340548893,13164.04283
416588,4654701,63287,19.43933211,879.8345269,0.135903075,5.77935187,0.01332792,4.677916686,0.116692968,C,C,CC,0.179078849,0.143406219,0.329400946,0.806259005,0.853050977,0.838159531,0.791530238,0.510841839,0.338440942,14688.17091
416537,4654701,63270,28.41314125,877.2492133,0.066127367,5.934617043,0.001487808,6.788027763,-0.035507422,C,C,CC,0.205403161,0.181970665,0.377125888,0.826745378,0.856845239,0.857214389,0.809986911,0.634983457,0.413486771,17135.40361
416642,4654701,63305,21.35322762,878.9275987,0.12602523,0.829732418,-0.018477499,4.784830093,0.098015524,A,D,AD,0.194025378,0.144627877,0.325262371,0.775127587,0.855925008,0.846081913,0.812053825,0.586893608,0.397229663,14785.79187
416804,4654701,63359,29.36459181,874.260871,0.064434598,0.822149436,-0.012515422,6.92023468,-0.070735775,D,D,DD,0.221281422,0.218686447,0.31521722,0.796629613,0.875482347,0.849921306,0.818106703,0.636099,0.411431563,16774.98243
416723,4654701,63332,25.77651956,876.8118896,0.014805256,3.633236011,-0.0000308,8.205860297,-0.042697265,B,D,BD,0.201051595,0.195690931,0.30035559,0.780698206,0.857511413,0.844896409,0.806392152,0.609457959,0.407249834,16687.06833
